Seasons,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,HBP,SH,SF,GIDP
14,1330,4999,529,1351,225,75,13,637.0,175.0,221,384.0,0.0,24.0,142.0,0.0,0.0
2,34,22,1,3,0,1,0,1.0,0.0,1,8.0,0.0,0.0,9.0,0.0,0.0
14,615,68,5,8,1,0,0,5.0,0.0,2,23.0,0.0,0.0,11.0,0.0,2.0
2,8,20,2,2,0,0,0,2.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0
4,302,1138,154,295,56,8,32,125.0,34.0,67,136.0,0.0,2.0,7.0,8.0,18.0
13,1366,5269,723,1571,332,24,122,687.0,124.0,452,626.0,35.0,36.0,12.0,45.0,127.0
7,134,411,32,92,20,0,7,37.0,1.0,33,96.0,3.0,5.0,0.0,4.0,10.0
27,1059,2934,405,682,143,8,194,467.0,16.0,403,1118.0,30.0,30.0,4.0,27.0,31.0
1,3,2,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,130,463,45,124,11,2,1,44.0,11.0,38,49.0,0.0,1.0,15.0,0.0,0.0
5,141,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,89,196,12,54,11,1,0,22.0,0.0,14,17.0,0.0,1.0,1.0,0.0,0.0
6,118,89,11,23,4,0,1,4.0,0.0,2,15.0,0.0,0.0,10.0,0.0,1.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,35,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
14,1766,6622,1080,1963,408,49,352,1154.0,216.0,586,1363.0,56.0,77.0,0.0,44.0,179.0
19,1425,3650,466,989,155,19,52,388.0,45.0,579,433.0,32.0,17.0,24.0,25.0,77.0
5,149,218,26,54,7,3,1,12.0,2.0,20,31.0,1.0,2.0,5.0,1.0,1.0
14,282,257,15,40,5,0,0,14.0,0.0,21,77.0,0.0,3.0,18.0,0.0,0.0
8,258,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,4,11,2,1,1,0,0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,29,38,4,10,2,0,1,3.0,0.0,2,8.0,0.0,0.0,0.0,0.0,1.0
5,63,6,0,1,1,0,0,1.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2,72,190,17,49,3,1,0,20.0,2.0,23,22.0,0.0,2.0,4.0,0.0,0.0
10,445,453,37,80,5,1,0,31.0,0.0,2,40.0,0.0,0.0,9.0,1.0,17.0
6,122,3,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2,8,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
14,1088,3108,351,819,191,12,90,455.0,50.0,353,450.0,45.0,5.0,26.0,38.0,75.0
4,89,179,20,40,5,0,9,33.0,0.0,16,25.0,1.0,0.0,0.0,2.0,4.0
4,179,5,1,1,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
12,321,673,48,129,13,5,2,44.0,0.0,45,121.0,0.0,4.0,24.0,0.0,16.0
1,3,4,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,169,422,50,106,20,5,5,40.0,8.0,46,86.0,2.0,3.0,1.0,1.0,8.0
2,28,73,3,11,1,0,0,5.0,0.0,9,21.0,0.0,1.0,6.0,1.0,2.0
5,273,608,61,148,28,6,21,76.0,0.0,69,107.0,7.0,2.0,2.0,3.0,16.0
6,415,1268,154,317,50,5,7,92.0,19.0,66,180.0,3.0,4.0,9.0,5.0,12.0
6,650,2406,419,676,169,12,117,397.0,35.0,353,396.0,11.0,34.0,1.0,24.0,55.0
5,140,108,5,16,1,0,0,4.0,0.0,11,53.0,0.0,0.0,11.0,0.0,4.0
1,1,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
11,448,1350,174,291,27,15,4,126.0,30.0,150,145.0,0.0,6.0,32.0,0.0,0.0
3,70,193,16,41,6,1,2,18.0,1.0,11,42.0,0.0,0.0,4.0,0.0,2.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
11,871,2615,321,647,119,7,91,333.0,45.0,318,438.0,35.0,17.0,21.0,24.0,50.0
9,132,220,15,48,6,2,1,12.0,1.0,12,40.0,0.0,2.0,11.0,0.0,0.0
1,2,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,50,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,141,110,7,17,2,0,0,6.0,0.0,6,45.0,0.0,1.0,6.0,0.0,0.0
5,183,705,87,155,15,8,0,48.0,12.0,39,54.0,0.0,6.0,0.0,0.0,0.0
1,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,64,8,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
2,12,3,0,0,0,0,0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
2,34,87,13,25,5,0,1,9.0,0.0,3,26.0,0.0,0.0,0.0,0.0,1.0
1,72,0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
4,34,40,2,6,1,0,0,2.0,0.0,2,16.0,0.0,0.0,3.0,0.0,0.0
3,76,217,16,43,9,1,0,19.0,2.0,8,15.0,0.0,0.0,8.0,0.0,0.0
20,576,4,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
19,1446,4481,682,1252,218,71,26,530.0,212.0,714,403.0,0.0,67.0,112.0,0.0,0.0
12,1186,3672,443,925,184,40,94,365.0,9.0,359,723.0,44.0,12.0,38.0,25.0,74.0
21,1305,3881,544,1170,164,87,32,586.0,47.0,449,246.0,0.0,28.0,140.0,0.0,0.0
3,109,297,25,59,9,3,0,27.0,11.0,30,56.0,0.0,3.0,18.0,0.0,0.0
21,2707,10349,1583,3154,665,137,317,1596.0,201.0,1096,908.0,229.0,33.0,26.0,120.0,235.0
2,11,3,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
20,386,347,39,91,18,1,10,44.0,0.0,14,67.0,0.0,1.0,9.0,2.0,6.0
1,3,3,0,2,1,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
5,86,157,7,10,1,1,0,4.0,0.0,11,69.0,0.0,0.0,15.0,0.0,4.0
9,203,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,4,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,81,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,43,75,6,14,3,0,0,5.0,0.0,0,14.0,0.0,0.0,7.0,0.0,3.0
19,586,140,2,21,2,0,0,9.0,1.0,10,52.0,0.0,1.0,7.0,0.0,1.0
1,12,18,0,3,1,0,0,0.0,0.0,2,6.0,0.0,0.0,0.0,0.0,0.0
4,172,288,30,80,15,0,2,33.0,1.0,25,47.0,5.0,2.0,2.0,3.0,7.0
8,305,551,72,114,7,4,3,40.0,2.0,15,125.0,0.0,1.0,23.0,3.0,12.0
1,24,37,3,4,1,0,1,4.0,1.0,4,9.0,1.0,0.0,0.0,0.0,1.0
2,40,24,4,5,0,0,0,1.0,0.0,1,7.0,0.0,0.0,4.0,0.0,0.0
5,69,213,17,47,4,0,0,14.0,1.0,16,28.0,0.0,2.0,5.0,0.0,3.0
1,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,140,5,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
2,48,122,12,29,2,0,5,10.0,0.0,9,36.0,0.0,2.0,1.0,0.0,2.0
10,501,1448,221,407,54,23,6,131.0,19.0,106,121.0,0.0,11.0,16.0,0.0,0.0
3,41,88,7,16,1,0,1,7.0,0.0,7,19.0,0.0,0.0,1.0,0.0,5.0
1,5,12,0,2,0,1,0,0.0,0.0,0,4.0,0.0,1.0,0.0,0.0,0.0
1,14,8,0,2,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
9,329,620,79,156,22,6,1,50.0,6.0,63,77.0,4.0,2.0,11.0,1.0,19.0
9,206,59,6,7,1,1,1,6.0,0.0,3,20.0,0.0,1.0,5.0,0.0,1.0
18,919,2272,245,562,80,11,16,187.0,10.0,205,229.0,10.0,7.0,40.0,13.0,79.0
16,424,1003,83,181,27,8,0,72.0,0.0,74,271.0,0.0,0.0,65.0,0.0,6.0
13,1252,4169,457,1064,95,32,2,348.0,136.0,557,210.0,0.0,32.0,170.0,0.0,0.0
3,28,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,184,569,61,127,25,9,5,59.0,17.0,58,95.0,0.0,10.0,32.0,0.0,0.0
5,106,324,19,48,2,3,1,17.0,1.0,19,66.0,0.0,0.0,7.0,0.0,0.0
1,49,182,29,31,8,2,1,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0
7,325,688,67,134,20,6,12,53.0,2.0,45,133.0,9.0,7.0,5.0,6.0,16.0
4,110,378,46,62,7,5,0,22.0,9.0,21,15.0,0.0,2.0,1.0,0.0,0.0
7,59,48,3,10,1,1,0,7.0,0.0,0,17.0,0.0,0.0,2.0,1.0,2.0
16,1366,4117,601,1041,170,43,139,507.0,64.0,663,785.0,47.0,5.0,22.0,30.0,54.0
10,336,839,99,214,31,4,32,126.0,2.0,65,133.0,2.0,3.0,5.0,7.0,24.0
1,12,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
3,37,4,1,1,0,0,0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
11,369,886,83,194,36,4,12,84.0,9.0,51,246.0,6.0,4.0,8.0,2.0,17.0
6,598,1518,172,384,75,9,29,135.0,65.0,124,260.0,2.0,8.0,4.0,16.0,31.0
16,452,469,29,72,9,2,3,29.0,0.0,21,171.0,0.0,2.0,37.0,3.0,5.0
1,13,44,5,6,0,0,0,2.0,0.0,1,13.0,0.0,0.0,0.0,0.0,0.0
4,86,86,3,6,0,0,1,4.0,0.0,2,36.0,0.0,1.0,7.0,0.0,0.0
1,9,18,1,4,1,0,0,2.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
3,14,14,0,1,0,0,0,0.0,0.0,0,5.0,0.0,1.0,1.0,0.0,0.0
8,148,267,22,46,7,0,1,12.0,0.0,23,60.0,1.0,1.0,14.0,1.0,7.0
20,1845,6045,550,1355,201,38,60,461.0,30.0,444,845.0,44.0,40.0,71.0,40.0,162.0
1,9,22,1,4,0,0,0,2.0,0.0,4,5.0,0.0,0.0,0.0,0.0,0.0
5,341,1035,86,206,39,7,25,105.0,9.0,56,313.0,4.0,12.0,3.0,4.0,21.0
10,323,1186,134,271,52,7,3,115.0,6.0,44,119.0,0.0,1.0,0.0,0.0,0.0
6,102,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,234,295,17,67,5,1,0,26.0,0.0,7,23.0,0.0,0.0,17.0,0.0,10.0
1,3,8,0,1,1,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0
3,40,73,10,16,3,0,5,12.0,0.0,1,27.0,0.0,1.0,0.0,1.0,2.0
2,11,13,1,1,0,0,0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0
2,26,65,6,12,3,0,0,7.0,1.0,3,25.0,0.0,3.0,2.0,0.0,1.0
2,63,194,18,42,9,0,3,13.0,1.0,9,44.0,1.0,1.0,1.0,2.0,8.0
4,99,207,23,37,6,3,5,18.0,3.0,10,56.0,0.0,0.0,0.0,1.0,5.0
4,92,252,27,60,12,1,3,21.0,2.0,20,56.0,0.0,5.0,4.0,2.0,2.0
3,78,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,26,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,12,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
1,3,6,0,1,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
2,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,91,395,55,88,10,0,0,24.0,1.0,13,19.0,0.0,0.0,0.0,0.0,0.0
4,76,55,1,7,1,0,0,0.0,0.0,0,21.0,0.0,0.0,7.0,0.0,3.0
13,439,8,3,5,1,0,1,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,44,42,1,1,0,0,0,1.0,0.0,2,16.0,0.0,0.0,3.0,1.0,0.0
5,121,254,10,23,0,0,0,9.0,0.0,10,119.0,0.0,0.0,13.0,0.0,0.0
5,27,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,25,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
8,207,101,3,9,4,0,1,6.0,0.0,2,48.0,0.0,0.0,8.0,0.0,1.0
15,637,69,9,12,0,1,0,1.0,2.0,0,19.0,0.0,0.0,16.0,0.0,0.0
6,148,63,5,12,1,0,1,7.0,0.0,3,13.0,0.0,0.0,6.0,0.0,1.0
10,1013,3202,420,794,141,6,110,462.0,41.0,434,469.0,63.0,15.0,15.0,29.0,70.0
2,34,67,13,17,3,0,0,6.0,7.0,3,12.0,0.0,0.0,2.0,0.0,0.0
3,54,121,16,33,2,0,0,10.0,2.0,5,9.0,0.0,1.0,3.0,0.0,0.0
21,2616,10332,1610,3023,486,141,149,900.0,938.0,761,1730.0,124.0,49.0,47.0,46.0,114.0
1,13,12,1,2,0,0,0,0.0,1.0,4,4.0,0.0,0.0,0.0,0.0,0.0
1,11,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,1438,5703,886,1728,191,89,25,900.0,289.0,420,233.0,0.0,132.0,87.0,0.0,0.0
6,72,62,9,15,2,0,2,5.0,0.0,1,11.0,0.0,0.0,3.0,0.0,1.0
2,65,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,259,431,29,68,10,0,0,24.0,0.0,24,121.0,0.0,0.0,33.0,2.0,5.0
11,848,2958,379,795,176,13,106,458.0,32.0,227,655.0,29.0,7.0,5.0,26.0,73.0
11,805,2500,262,613,91,12,30,227.0,9.0,222,178.0,22.0,8.0,36.0,29.0,53.0
3,82,2,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,4,1,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
7,122,361,40,87,14,5,1,24.0,3.0,33,34.0,0.0,1.0,16.0,0.0,0.0
3,45,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,47,17,0,0,0,0,0,0.0,0.0,0,10.0,0.0,1.0,0.0,0.0,0.0
8,47,5,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
4,55,143,19,33,6,0,5,20.0,0.0,29,42.0,2.0,1.0,0.0,1.0,2.0
2,12,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
15,1645,5974,656,1608,290,31,149,824.0,64.0,387,1005.0,62.0,38.0,12.0,65.0,163.0
1,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,17,14,4,4,1,1,1,4.0,0.0,1,3.0,0.0,1.0,0.0,0.0,0.0
2,116,397,62,107,26,7,15,78.0,10.0,24,33.0,0.0,3.0,10.0,0.0,0.0
12,1336,3865,477,950,175,40,71,431.0,86.0,281,605.0,12.0,14.0,59.0,39.0,67.0
11,1146,3889,544,1001,200,8,141,531.0,57.0,348,699.0,12.0,47.0,31.0,41.0,84.0
1,11,22,1,6,1,0,0,4.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
15,385,177,10,27,10,1,1,9.0,0.0,7,54.0,0.0,0.0,12.0,0.0,2.0
2,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,145,368,50,90,21,1,16,46.0,5.0,30,123.0,0.0,7.0,1.0,3.0,5.0
2,10,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,374,6,0,0,0,0,0,0.0,0.0,0,6.0,0.0,0.0,1.0,0.0,0.0
5,62,135,10,29,3,0,0,13.0,1.0,9,22.0,0.0,0.0,1.0,0.0,0.0
8,40,143,10,27,6,0,0,3.0,0.0,4,2.0,0.0,0.0,0.0,0.0,0.0
6,304,909,108,235,40,7,25,104.0,2.0,53,183.0,5.0,10.0,7.0,6.0,25.0
9,705,2136,275,561,114,13,87,314.0,15.0,171,466.0,17.0,31.0,4.0,15.0,37.0
1,37,144,18,30,5,1,0,14.0,4.0,5,17.0,0.0,1.0,10.0,0.0,0.0
21,1676,6726,1529,2303,462,206,107,1301.0,257.0,840,238.0,0.0,105.0,20.0,0.0,0.0
1,21,18,0,2,0,0,0,4.0,0.0,1,6.0,0.0,0.0,0.0,1.0,0.0
4,256,582,104,141,21,3,17,60.0,29.0,69,118.0,0.0,0.0,15.0,1.0,9.0
5,450,1297,206,371,74,20,30,205.0,17.0,168,84.0,0.0,26.0,31.0,0.0,0.0
15,356,59,9,12,1,0,0,4.0,0.0,1,20.0,0.0,1.0,4.0,0.0,0.0
1,21,62,3,10,1,0,0,6.0,1.0,8,5.0,0.0,2.0,3.0,0.0,0.0
1,2,9,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,447,1134,166,293,44,8,11,86.0,45.0,109,161.0,3.0,6.0,18.0,5.0,20.0
1,7,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,73,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,144,328,37,72,14,0,14,45.0,3.0,28,101.0,0.0,1.0,2.0,3.0,9.0
1,22,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,20,0,4,0,0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
7,135,258,10,38,5,2,1,10.0,0.0,10,64.0,0.0,0.0,9.0,0.0,0.0
7,81,115,6,21,1,0,0,6.0,0.0,4,24.0,0.0,0.0,6.0,0.0,1.0
8,548,1619,233,452,62,14,22,237.0,9.0,214,88.0,0.0,10.0,18.0,1.0,43.0
9,502,1277,183,313,38,12,26,130.0,110.0,94,238.0,6.0,0.0,11.0,11.0,21.0
7,424,1056,142,261,52,11,45,146.0,15.0,74,316.0,6.0,10.0,3.0,7.0,11.0
2,64,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
13,235,522,38,95,23,7,3,23.0,0.0,18,139.0,0.0,1.0,16.0,0.0,0.0
8,349,869,94,205,37,10,30,102.0,5.0,101,273.0,8.0,5.0,3.0,4.0,23.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,11,1,3,1,0,0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
8,449,1523,164,410,61,6,38,184.0,21.0,120,252.0,12.0,30.0,7.0,10.0,58.0
15,437,457,42,91,17,3,2,46.0,1.0,45,55.0,0.0,2.0,24.0,0.0,3.0
4,39,41,6,7,3,0,2,4.0,1.0,4,16.0,0.0,0.0,1.0,0.0,1.0
4,31,49,3,11,1,1,0,2.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,34,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,210,591,82,162,15,6,1,44.0,9.0,25,47.0,1.0,1.0,8.0,1.0,14.0
1,1,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8,271,814,86,190,37,1,14,89.0,8.0,50,207.0,5.0,4.0,2.0,4.0,13.0
9,636,1866,175,455,62,3,62,223.0,7.0,119,356.0,30.0,11.0,18.0,16.0,46.0
6,493,1591,188,391,73,9,54,229.0,23.0,138,317.0,13.0,5.0,0.0,14.0,25.0
3,123,319,20,77,14,1,2,33.0,4.0,21,38.0,0.0,3.0,13.0,0.0,0.0
3,25,43,3,7,1,0,1,3.0,1.0,2,12.0,0.0,0.0,1.0,0.0,1.0
4,143,461,59,131,26,5,6,69.0,4.0,29,64.0,0.0,4.0,6.0,0.0,13.0
2,59,213,17,38,3,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0
7,790,2902,341,878,170,33,16,407.0,29.0,127,109.0,0.0,12.0,85.0,0.0,0.0
5,43,60,3,8,1,1,0,4.0,0.0,1,9.0,0.0,0.0,3.0,0.0,0.0
12,739,2249,296,581,112,12,59,326.0,52.0,197,468.0,10.0,32.0,2.0,28.0,59.0
2,9,20,2,4,1,0,0,2.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
1,11,14,0,0,0,0,0,0.0,0.0,1,4.0,0.0,0.0,2.0,0.0,0.0
13,1051,2262,330,582,78,19,84,322.0,30.0,242,275.0,18.0,15.0,5.0,21.0,54.0
1,7,7,1,3,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18,1102,4300,614,1176,119,55,18,303.0,190.0,259,450.0,0.0,20.0,138.0,0.0,0.0
18,410,484,43,82,16,2,2,30.0,0.0,34,108.0,0.0,4.0,40.0,2.0,8.0
6,280,536,85,137,15,4,20,65.0,3.0,90,130.0,7.0,3.0,12.0,3.0,20.0
9,214,84,4,11,0,0,0,2.0,0.0,1,39.0,0.0,0.0,4.0,0.0,1.0
1,41,43,6,9,3,0,0,4.0,0.0,5,13.0,0.0,0.0,0.0,0.0,0.0
5,155,227,44,46,11,2,1,10.0,13.0,26,49.0,0.0,7.0,7.0,1.0,5.0
1,4,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,982,3190,431,866,135,25,23,288.0,73.0,393,325.0,14.0,13.0,78.0,33.0,65.0
1,5,10,1,3,2,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
7,29,110,17,27,6,2,1,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
2,15,44,6,11,2,1,1,5.0,0.0,6,10.0,0.0,0.0,3.0,0.0,0.0
8,890,3512,465,980,146,42,9,319.0,39.0,231,110.0,0.0,12.0,77.0,0.0,64.0
2,20,80,8,16,1,0,0,3.0,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,40,102,9,23,8,0,0,7.0,0.0,5,11.0,0.0,1.0,0.0,1.0,3.0
14,249,157,13,32,5,1,0,11.0,0.0,8,40.0,0.0,0.0,2.0,0.0,2.0
19,490,495,20,64,10,0,2,29.0,0.0,19,187.0,0.0,5.0,54.0,2.0,2.0
4,25,6,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,2.0,0.0,0.0
5,24,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,85,189,30,48,12,2,7,31.0,0.0,14,59.0,0.0,4.0,3.0,5.0,2.0
14,1129,3449,331,803,108,13,47,254.0,22.0,317,414.0,26.0,22.0,60.0,23.0,95.0
13,378,1531,205,379,83,31,10,169.0,0.0,45,155.0,0.0,0.0,0.0,0.0,0.0
1,64,70,11,15,3,0,0,2.0,2.0,4,4.0,0.0,0.0,0.0,0.0,3.0
1,48,115,16,31,3,1,0,6.0,1.0,3,17.0,0.0,0.0,3.0,0.0,4.0
14,404,552,54,106,21,9,4,59.0,1.0,38,140.0,0.0,1.0,26.0,0.0,0.0
12,387,313,24,43,7,0,0,18.0,0.0,12,64.0,0.0,1.0,24.0,0.0,7.0
2,15,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,35,61,3,11,2,0,0,6.0,0.0,6,18.0,0.0,0.0,0.0,1.0,1.0
3,11,14,1,1,0,0,0,0.0,0.0,1,2.0,0.0,0.0,2.0,0.0,0.0
2,15,24,0,1,1,0,0,3.0,1.0,3,11.0,0.0,0.0,0.0,0.0,0.0
8,61,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,315,903,105,239,49,7,23,113.0,5.0,77,135.0,8.0,1.0,9.0,6.0,38.0
16,493,1143,93,235,20,11,2,74.0,8.0,44,199.0,0.0,1.0,49.0,0.0,0.0
1,7,11,1,3,0,0,0,3.0,0.0,2,2.0,0.0,0.0,2.0,0.0,0.0
2,5,3,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2,7,25,0,2,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
20,1221,3642,404,964,144,11,102,454.0,30.0,314,616.0,45.0,17.0,16.0,23.0,97.0
5,160,316,34,77,14,2,4,28.0,0.0,17,55.0,0.0,1.0,2.0,1.0,6.0
4,36,17,1,4,1,0,0,0.0,0.0,1,6.0,0.0,0.0,1.0,0.0,0.0
19,1183,4820,954,1646,295,85,46,659.0,258.0,466,245.0,0.0,29.0,0.0,0.0,0.0
1,65,100,8,21,4,2,1,10.0,0.0,13,9.0,0.0,0.0,0.0,1.0,8.0
1,1,3,0,0,0,0,0,1.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2,18,29,3,4,1,0,0,0.0,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0
4,228,442,44,111,32,2,11,69.0,3.0,36,98.0,0.0,5.0,3.0,5.0,9.0
2,141,439,29,88,12,1,0,34.0,4.0,25,43.0,0.0,8.0,15.0,0.0,0.0
1,10,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,144,361,54,82,21,3,20,61.0,5.0,30,114.0,2.0,2.0,0.0,2.0,3.0
3,13,33,4,3,0,0,0,2.0,1.0,0,8.0,0.0,0.0,1.0,0.0,0.0
2,15,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21,1791,7387,1524,1958,240,138,64,742.0,658.0,749,784.0,0.0,46.0,39.0,0.0,0.0
13,494,1280,151,309,39,7,31,159.0,7.0,85,142.0,0.0,6.0,13.0,0.0,39.0
1,61,116,8,17,4,0,1,4.0,2.0,11,45.0,0.0,1.0,0.0,0.0,0.0
1,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
