Seasons,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,HBP,SH,SF,GIDP
1,32,117,19,22,1,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2,23,57,6,10,4,0,0,7.0,0.0,5,5.0,0.0,1.0,1.0,0.0,0.0
2,27,38,4,7,0,4,0,3.0,0.0,2,11.0,0.0,0.0,3.0,0.0,0.0
7,311,839,94,200,48,3,29,103.0,2.0,93,235.0,4.0,8.0,7.0,6.0,20.0
1,1,5,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,90,169,20,31,6,1,2,14.0,1.0,24,74.0,0.0,2.0,2.0,0.0,1.0
2,33,2,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,77,272,42,63,6,1,0,23.0,14.0,37,6.0,0.0,0.0,0.0,0.0,0.0
2,43,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,125,455,52,92,13,5,0,17.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
4,386,1572,209,465,82,30,13,219.0,16.0,45,125.0,0.0,0.0,0.0,0.0,0.0
11,240,638,84,137,32,4,27,68.0,3.0,62,185.0,2.0,4.0,2.0,5.0,3.0
1,2,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,341,886,79,199,28,2,20,100.0,4.0,77,124.0,1.0,3.0,4.0,9.0,38.0
2,64,165,20,36,10,0,7,29.0,1.0,10,53.0,1.0,1.0,1.0,2.0,4.0
1,27,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
6,218,404,45,94,10,2,5,34.0,1.0,28,76.0,0.0,2.0,6.0,3.0,8.0
2,63,91,6,21,0,1,0,6.0,0.0,2,14.0,0.0,0.0,0.0,0.0,5.0
4,21,37,1,0,0,0,0,0.0,0.0,2,16.0,0.0,0.0,5.0,0.0,0.0
12,285,616,32,82,5,2,1,31.0,1.0,25,244.0,0.0,0.0,64.0,4.0,10.0
1,1,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
1,9,23,2,3,1,0,0,3.0,0.0,1,3.0,0.0,0.0,2.0,0.0,0.0
2,70,129,16,25,3,0,1,12.0,2.0,14,20.0,0.0,0.0,5.0,0.0,0.0
3,178,696,84,169,23,7,3,66.0,15.0,67,27.0,0.0,3.0,0.0,0.0,0.0
8,156,37,0,0,0,0,0,0.0,0.0,3,20.0,0.0,0.0,5.0,0.0,0.0
5,129,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,107,426,60,97,21,4,5,4.0,0.0,18,11.0,0.0,0.0,0.0,0.0,0.0
1,10,37,3,7,3,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,22,3,5,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,250,12,0,2,1,0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,1.0
3,16,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,3,2,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,13,10,0,1,0,0,0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
1,8,22,2,5,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
5,340,1183,142,227,28,19,2,81.0,16.0,75,6.0,0.0,12.0,0.0,0.0,0.0
3,7,23,1,7,2,0,0,3.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0
1,4,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
15,862,2647,183,694,90,26,6,298.0,20.0,136,127.0,0.0,9.0,41.0,0.0,0.0
3,12,7,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
2,10,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
21,1832,6192,943,1602,255,47,53,615.0,272.0,875,983.0,29.0,15.0,105.0,52.0,134.0
1,29,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,92,266,24,54,7,1,0,16.0,2.0,14,30.0,0.0,2.0,7.0,0.0,4.0
1,6,7,1,2,1,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
15,368,490,47,73,9,2,3,30.0,1.0,45,196.0,0.0,0.0,27.0,2.0,8.0
14,1045,3257,521,803,191,19,101,333.0,133.0,366,639.0,23.0,59.0,36.0,19.0,41.0
3,2,5,1,2,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0,2,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
28,874,168,8,23,4,0,0,9.0,0.0,10,87.0,0.0,0.0,7.0,0.0,3.0
2,51,177,26,43,7,8,1,28.0,3.0,12,9.0,0.0,1.0,0.0,0.0,0.0
3,34,15,0,0,0,0,0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0
5,452,1380,192,336,70,4,61,215.0,12.0,156,442.0,5.0,9.0,1.0,8.0,33.0
11,325,1128,126,230,21,9,3,115.0,17.0,45,118.0,0.0,9.0,9.0,0.0,0.0
1,4,11,3,2,0,0,0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0
5,14,35,3,8,1,0,0,2.0,3.0,2,6.0,0.0,0.0,0.0,0.0,0.0
1,5,13,3,4,0,0,1,2.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
17,1831,6660,1008,1926,401,88,120,999.0,126.0,675,558.0,0.0,30.0,198.0,0.0,13.0
1,2,8,0,1,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
1,6,14,0,2,0,0,0,2.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0
15,453,15,0,2,0,0,0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,1.0
10,269,601,66,149,35,3,16,93.0,4.0,64,140.0,2.0,6.0,2.0,10.0,10.0
1,10,35,4,5,0,0,0,1.0,1.0,7,4.0,0.0,0.0,0.0,0.0,0.0
5,413,1356,157,353,74,16,6,147.0,36.0,95,133.0,0.0,10.0,37.0,0.0,0.0
18,2093,6752,739,1639,253,35,68,594.0,41.0,665,711.0,47.0,57.0,140.0,39.0,163.0
6,297,991,73,207,21,4,0,54.0,45.0,81,78.0,0.0,7.0,35.0,0.0,0.0
1,2,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,304,914,120,234,21,9,1,70.0,30.0,91,105.0,0.0,15.0,61.0,0.0,0.0
1,3,12,2,1,0,0,0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
4,64,108,6,19,3,0,0,6.0,1.0,2,22.0,0.0,0.0,4.0,0.0,0.0
5,244,1081,233,307,32,13,4,135.0,38.0,40,41.0,0.0,0.0,0.0,0.0,10.0
18,1583,5131,568,1273,172,26,156,606.0,20.0,510,815.0,47.0,17.0,34.0,38.0,134.0
8,218,153,9,15,0,1,0,4.0,2.0,6,84.0,0.0,0.0,22.0,0.0,2.0
1,1,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,21,67,11,13,1,1,0,8.0,1.0,4,9.0,0.0,2.0,0.0,0.0,0.0
16,1251,4519,592,1240,229,29,82,633.0,59.0,261,328.0,0.0,25.0,64.0,0.0,33.0
14,425,731,49,97,23,0,9,43.0,0.0,58,340.0,0.0,0.0,58.0,1.0,4.0
10,492,1078,169,257,16,6,1,85.0,40.0,92,97.0,0.0,2.0,71.0,0.0,0.0
1,9,9,0,2,1,0,0,3.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
2,20,13,5,1,0,0,0,0.0,0.0,0,4.0,0.0,0.0,3.0,0.0,0.0
1,3,11,3,3,0,0,0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
2,34,81,6,17,1,0,1,10.0,0.0,6,26.0,2.0,0.0,2.0,0.0,1.0
5,98,99,13,15,2,0,0,3.0,0.0,15,34.0,0.0,1.0,7.0,0.0,0.0
1,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,8,1,2,1,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
1,12,37,1,6,1,0,0,2.0,0.0,1,3.0,0.0,0.0,1.0,0.0,0.0
1,15,4,5,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,683,2254,369,614,107,33,4,213.0,69.0,183,187.0,0.0,29.0,72.0,0.0,0.0
1,21,37,10,11,1,1,0,1.0,6.0,7,9.0,0.0,0.0,0.0,0.0,0.0
4,368,1304,185,390,82,8,37,152.0,15.0,98,181.0,5.0,39.0,4.0,5.0,20.0
1,5,9,0,3,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
9,590,1423,129,337,51,6,27,163.0,3.0,119,199.0,19.0,11.0,38.0,14.0,48.0
1,4,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
1,17,43,3,4,0,0,0,0.0,0.0,0,12.0,0.0,0.0,0.0,0.0,0.0
2,9,27,0,1,0,0,0,0.0,0.0,2,11.0,0.0,0.0,0.0,0.0,0.0
5,308,820,132,238,36,9,6,84.0,22.0,98,62.0,0.0,3.0,28.0,0.0,0.0
1,1,1,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18,2138,8304,1684,2258,303,189,53,1072.0,568.0,982,377.0,0.0,87.0,56.0,0.0,0.0
5,139,386,54,93,21,2,18,45.0,5.0,27,133.0,1.0,1.0,0.0,0.0,8.0
2,16,48,0,3,0,0,0,1.0,0.0,2,14.0,0.0,0.0,1.0,0.0,0.0
1,10,5,0,0,0,0,0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
2,29,14,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0
1,7,16,2,1,0,0,0,1.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0
2,5,15,1,4,2,0,0,1.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0
5,73,63,7,13,3,0,0,4.0,0.0,1,20.0,0.0,0.0,2.0,0.0,1.0
5,417,1581,231,429,73,18,13,160.0,33.0,123,92.0,0.0,9.0,0.0,0.0,0.0
12,273,469,23,55,6,1,0,20.0,2.0,34,133.0,0.0,3.0,39.0,0.0,0.0
12,1550,5747,832,1588,315,64,135,794.0,32.0,712,634.0,0.0,8.0,130.0,0.0,78.0
5,210,643,82,176,24,16,4,75.0,1.0,34,49.0,0.0,1.0,8.0,0.0,28.0
14,301,527,45,103,18,6,2,37.0,1.0,15,134.0,0.0,4.0,31.0,0.0,0.0
4,17,8,0,2,0,0,0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
17,1354,5114,734,1336,264,58,103,532.0,196.0,488,824.0,20.0,57.0,46.0,32.0,87.0
19,2084,7218,940,2091,484,66,191,1097.0,109.0,648,779.0,69.0,79.0,28.0,85.0,186.0
2,22,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12,1502,5423,727,1439,284,35,211,807.0,93.0,522,707.0,67.0,14.0,14.0,66.0,100.0
1,26,98,5,19,1,0,0,5.0,3.0,1,9.0,0.0,2.0,0.0,0.0,0.0
4,43,146,19,34,5,0,0,3.0,3.0,5,4.0,0.0,0.0,0.0,0.0,1.0
1,3,12,2,3,1,0,0,2.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0
9,813,3102,693,794,135,58,19,334.0,255.0,535,264.0,0.0,45.0,0.0,0.0,0.0
4,28,26,3,2,1,0,0,1.0,0.0,1,10.0,0.0,0.0,0.0,0.0,0.0
9,530,2513,555,869,133,44,11,449.0,26.0,30,51.0,0.0,0.0,0.0,0.0,2.0
1,6,21,2,3,0,0,0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0
8,206,288,18,30,3,0,0,6.0,1.0,31,126.0,0.0,1.0,18.0,0.0,0.0
1,2,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
17,380,446,26,60,6,2,0,15.0,1.0,12,193.0,0.0,2.0,54.0,1.0,1.0
6,457,1371,202,324,58,8,8,114.0,58.0,140,276.0,1.0,20.0,45.0,15.0,18.0
8,218,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,87,261,18,64,8,1,3,27.0,3.0,20,24.0,0.0,0.0,5.0,0.0,5.0
6,375,1358,200,353,75,13,70,225.0,23.0,140,343.0,11.0,15.0,0.0,12.0,8.0
11,336,180,12,21,3,0,0,8.0,0.0,8,76.0,0.0,0.0,19.0,2.0,3.0
1,12,6,0,1,0,0,0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
19,498,1117,80,201,21,10,5,75.0,0.0,34,272.0,0.0,6.0,43.0,0.0,0.0
6,102,127,15,22,0,1,5,13.0,6.0,10,28.0,0.0,0.0,0.0,1.0,1.0
1,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,67,7,2,2,0,0,0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0
6,40,100,10,17,1,0,0,9.0,8.0,10,4.0,0.0,3.0,0.0,0.0,0.0
1,1,2,0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0
4,68,6,0,2,1,0,0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
1,4,7,2,2,0,0,0,1.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0
9,982,3287,401,849,157,24,58,382.0,43.0,150,588.0,11.0,57.0,32.0,34.0,94.0
1,29,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,34,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
10,258,23,1,3,0,0,0,2.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0
13,474,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,210,5,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18,314,54,3,5,0,0,0,1.0,0.0,4,22.0,0.0,0.0,8.0,0.0,2.0
2,121,309,40,76,13,2,12,37.0,6.0,24,98.0,0.0,4.0,0.0,1.0,5.0
2,5,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,51,150,18,31,1,0,10,16.0,0.0,9,60.0,0.0,2.0,2.0,0.0,3.0
2,32,19,1,1,0,0,0,0.0,0.0,0,6.0,0.0,0.0,6.0,0.0,0.0
5,146,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,177,129,9,18,4,0,1,8.0,1.0,11,60.0,0.0,1.0,12.0,1.0,0.0
2,9,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,28,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
23,1984,7635,1198,2471,540,113,205,1383.0,42.0,437,551.0,0.0,26.0,44.0,0.0,203.0
2,42,142,9,25,2,2,0,5.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,18,5,6,0,0,0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,42,63,5,12,1,1,0,4.0,0.0,2,21.0,0.0,0.0,5.0,0.0,0.0
6,179,1,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
14,339,1099,163,267,30,24,15,131.0,16.0,70,118.0,0.0,2.0,1.0,0.0,0.0
4,102,199,25,50,8,0,3,18.0,3.0,9,36.0,0.0,0.0,1.0,0.0,6.0
1,7,2,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
3,43,17,1,3,0,0,0,1.0,0.0,0,7.0,0.0,0.0,1.0,0.0,1.0
1,8,19,1,3,2,0,0,1.0,0.0,0,12.0,0.0,0.0,1.0,0.0,0.0
1,28,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,18,28,1,6,3,0,0,0.0,0.0,1,17.0,0.0,0.0,2.0,0.0,0.0
4,145,277,37,70,15,1,1,22.0,0.0,24,26.0,0.0,2.0,6.0,1.0,7.0
1,82,273,32,70,11,4,0,16.0,4.0,13,21.0,0.0,3.0,5.0,0.0,0.0
7,165,341,21,49,9,1,0,17.0,0.0,13,60.0,0.0,0.0,25.0,0.0,5.0
1,4,8,1,3,0,0,0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0
1,2,1,0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2,93,344,28,56,5,7,6,24.0,0.0,6,90.0,0.0,0.0,0.0,0.0,0.0
3,27,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,34,119,9,23,6,0,0,0.0,0.0,3,0.0,0.0,5.0,0.0,0.0,0.0
2,84,344,59,79,13,5,3,42.0,10.0,20,12.0,0.0,2.0,0.0,0.0,0.0
1,4,7,1,2,1,0,0,2.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
1,3,2,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
13,62,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,29,46,6,5,0,0,1,3.0,0.0,2,13.0,0.0,0.0,1.0,0.0,2.0
2,17,36,4,6,2,0,0,4.0,1.0,4,14.0,0.0,0.0,1.0,1.0,1.0
7,212,584,70,140,29,5,18,68.0,1.0,37,136.0,2.0,14.0,1.0,3.0,13.0
2,8,7,1,1,1,0,0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
5,114,34,1,1,0,0,0,1.0,0.0,0,16.0,0.0,0.0,3.0,0.0,2.0
1,17,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,45,23,10,2,0,0,0,0.0,6.0,0,10.0,0.0,0.0,0.0,0.0,0.0
9,627,1768,212,449,57,12,54,202.0,22.0,89,238.0,13.0,17.0,19.0,12.0,42.0
4,133,411,47,90,24,6,10,40.0,7.0,28,118.0,3.0,2.0,5.0,4.0,4.0
8,334,348,51,86,13,2,4,31.0,8.0,16,51.0,3.0,1.0,8.0,2.0,8.0
1,14,30,3,7,2,0,2,5.0,0.0,3,9.0,0.0,0.0,0.0,0.0,1.0
19,670,0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
1,6,14,1,2,1,0,0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
5,74,84,4,18,0,0,1,9.0,0.0,5,14.0,0.0,0.0,0.0,1.0,3.0
5,109,25,1,2,1,0,0,0.0,0.0,1,18.0,0.0,0.0,1.0,0.0,0.0
10,641,1477,167,366,50,13,9,122.0,18.0,109,175.0,7.0,2.0,19.0,9.0,46.0
18,1046,3437,406,916,168,39,80,544.0,15.0,311,342.0,0.0,10.0,29.0,9.0,130.0
14,311,735,76,172,40,1,24,98.0,1.0,57,193.0,2.0,2.0,2.0,3.0,19.0
1,1,0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
14,1377,5063,590,1316,210,64,22,548.0,69.0,327,306.0,0.0,12.0,134.0,0.0,0.0
1,4,7,1,2,0,0,0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
5,21,3,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
1,10,36,4,13,3,0,0,5.0,1.0,3,6.0,0.0,0.0,1.0,0.0,0.0
3,13,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,130,431,53,109,17,8,3,38.0,11.0,32,40.0,0.0,8.0,16.0,0.0,0.0
1,11,13,0,1,0,0,0,1.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
1,23,15,1,2,1,0,0,1.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0
10,1144,3971,496,1004,162,9,160,591.0,23.0,479,669.0,29.0,44.0,20.0,43.0,94.0
8,272,469,28,77,4,2,0,32.0,0.0,20,108.0,0.0,0.0,51.0,0.0,10.0
2,12,9,0,1,0,0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
6,162,208,11,25,7,0,1,14.0,0.0,3,80.0,0.0,0.0,19.0,0.0,0.0
5,155,414,56,117,24,0,15,75.0,2.0,68,89.0,11.0,5.0,1.0,5.0,9.0
12,692,1955,174,456,85,6,35,212.0,4.0,98,396.0,10.0,1.0,21.0,20.0,50.0
5,13,10,0,2,0,0,0,2.0,0.0,0,5.0,0.0,0.0,2.0,0.0,0.0
10,729,2362,311,632,150,14,89,331.0,12.0,183,335.0,15.0,27.0,2.0,23.0,32.0
1,5,7,0,2,0,0,0,0.0,0.0,0,1.0,0.0,0.0,3.0,0.0,0.0
1,26,45,3,10,2,0,0,5.0,0.0,0,12.0,0.0,0.0,0.0,1.0,0.0
2,72,202,21,37,8,1,3,14.0,2.0,12,69.0,3.0,5.0,1.0,1.0,2.0
4,45,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,20,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,120,310,31,74,9,1,7,30.0,0.0,25,78.0,0.0,2.0,1.0,2.0,5.0
2,28,22,6,4,0,0,0,1.0,0.0,5,6.0,0.0,2.0,0.0,0.0,0.0
7,90,8,0,2,0,0,0,1.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
9,686,1337,106,287,33,9,4,101.0,12.0,52,219.0,4.0,6.0,49.0,12.0,38.0
1,16,16,2,3,0,0,0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,342,3,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
9,450,1257,207,302,58,7,36,149.0,3.0,200,279.0,2.0,35.0,8.0,10.0,28.0
11,221,685,74,152,16,7,0,57.0,14.0,52,76.0,0.0,19.0,35.0,0.0,0.0
3,23,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,24,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,60,13,2,2,0,0,0,1.0,0.0,1,6.0,0.0,0.0,1.0,0.0,0.0
3,41,12,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,2.0,0.0,0.0
13,1598,5071,605,1270,225,40,101,606.0,34.0,698,853.0,73.0,46.0,54.0,65.0,99.0
9,810,2465,382,685,98,38,18,252.0,90.0,295,290.0,0.0,40.0,79.0,0.0,0.0
3,127,244,43,54,6,3,1,8.0,14.0,53,38.0,0.0,3.0,7.0,0.0,0.0
1,1,3,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
4,18,9,0,2,1,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
6,310,626,69,133,20,4,2,40.0,10.0,69,88.0,2.0,0.0,9.0,5.0,12.0
4,112,9,0,1,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,1.0
12,253,562,40,112,17,4,7,45.0,4.0,42,82.0,3.0,5.0,4.0,4.0,13.0
3,223,738,103,177,37,4,22,79.0,25.0,54,153.0,0.0,7.0,9.0,5.0,10.0
5,79,146,18,36,8,1,0,17.0,1.0,16,55.0,0.0,2.0,4.0,2.0,0.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,145,19,0,1,0,0,0,0.0,0.0,0,12.0,0.0,1.0,0.0,0.0,0.0
12,950,3104,330,796,173,15,66,308.0,13.0,246,589.0,56.0,27.0,22.0,17.0,73.0
5,70,153,19,29,6,1,0,9.0,1.0,18,25.0,0.0,3.0,5.0,1.0,4.0
1,7,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
18,1391,3998,564,1108,229,28,103,585.0,57.0,487,661.0,53.0,12.0,3.0,30.0,89.0
9,566,1773,278,506,39,23,7,197.0,88.0,141,178.0,0.0,17.0,36.0,0.0,0.0
2,69,241,26,65,9,1,7,37.0,0.0,20,46.0,1.0,1.0,0.0,1.0,7.0
2,3,6,1,2,0,0,0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
24,698,248,12,28,5,2,1,18.0,0.0,11,115.0,0.0,0.0,22.0,1.0,1.0
8,286,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
1,4,7,1,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,2.0,0.0,0.0
1,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,51,4,0,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
20,1638,5782,720,1580,290,82,61,733.0,272.0,454,645.0,0.0,44.0,146.0,0.0,0.0
11,423,1085,138,294,67,7,14,125.0,9.0,88,213.0,5.0,17.0,20.0,13.0,38.0
15,401,1414,182,384,40,12,8,196.0,21.0,110,82.0,0.0,7.0,25.0,0.0,0.0
2,34,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,58,204,14,36,3,1,0,0.0,0.0,6,1.0,0.0,1.0,0.0,0.0,0.0
3,15,47,8,10,1,2,0,5.0,1.0,2,6.0,0.0,3.0,1.0,0.0,0.0
1,20,46,3,17,1,2,0,6.0,1.0,1,5.0,0.0,1.0,1.0,0.0,0.0
11,298,397,21,56,8,1,4,20.0,0.0,28,178.0,0.0,1.0,33.0,3.0,7.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,455,1202,140,291,64,12,12,117.0,20.0,126,124.0,0.0,6.0,8.0,4.0,13.0
1,44,7,2,0,0,0,0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
2,9,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,768,3123,452,909,192,25,68,345.0,159.0,206,536.0,9.0,25.0,4.0,31.0,49.0
2,21,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,125,452,47,116,22,4,6,52.0,1.0,23,45.0,0.0,1.0,4.0,0.0,11.0
